appTitle,userName,date,score,text,fileDate,appCategory,UID,contentRating,processed_text,word_length_processed,date2,date_year,date_month,Sentiment,Constructive_Score
STARZ,George Warman,2018-11-15 00:00:00,1,Every time I watched a movie and kept freezing every 3 seconds so I could not really watch it and it charged me anyways it's b*******,2019-04-01,ENTERTAINMENT,2019-04-01_ENTERTAINMENT_22733,Mature 17+,time I watched a and kept seconds so I could not watch it and it me anyways it,18,2018-11-15 00:00:00,2018,11,-2,0
Netflix,Mark Farrar,2019-04-19 00:00:00,1,"poor movie selections, they personalize it so much that all you get is the same movies to look at every time, had to delete account several times just to get more of a movie selection. netflix has more users than ever and price keeps going up, company is getting greedy and not improving.",2019-04-21,ENTERTAINMENT,2019-04-21_ENTERTAINMENT_14954,Teen,poor selections they personalize it so much that all you get is the same to look at time had to account several times just to get more of a selection has more users than ever and price keeps going up is getting and not,44,2019-04-19 00:00:00,2019,4,-4,9
Amazon Prime Video,Sheen Winslow,2019-04-01 00:00:00,1,the app gets closed once in 2 min cant even watch the downloaded video,2019-04-01,ENTERTAINMENT,2019-04-01_ENTERTAINMENT_9744,Teen,the gets closed in min cant even watch the video,10,2019-04-01 00:00:00,2019,4,-4,5
Google Play Games,A Google User,2019-03-31 00:00:00,1,"I DON,T LIKE IT",2019-04-01,ENTERTAINMENT,2019-04-01_ENTERTAINMENT_3277,Teen,I DON T LIKE IT,5,2019-03-31 00:00:00,2019,3,-4,0
,Mesayu Renita,2019-04-26 00:00:00,1,someone hacked my account,2019-05-01,ENTERTAINMENT,2019-05-01_ENTERTAINMENT_14237,,hacked my account,3,2019-04-26 00:00:00,2019,4,-4,3
,RickyLee 69,2019-03-18 00:00:00,3,each new update makes this app worse,2019-05-01,ENTERTAINMENT,2019-05-01_ENTERTAINMENT_43566,,each new makes,3,2019-03-18 00:00:00,2019,3,0,0
Amazon Prime Video,ray huckeby,2019-04-10 00:00:00,3,the order of it t I have been puking and my,2019-04-14,ENTERTAINMENT,2019-04-14_ENTERTAINMENT_33708,Teen,the order of it t I have been puking and my,11,2019-04-10 00:00:00,2019,4,-3,0
Amazon Prime Video,Vaibhav Chauhan,2019-04-13 00:00:00,3,Latest contents are not present. People take subscription so that they could watch movies earlier than on T.V. but the content is not updated up here. Disappointed.,2019-04-14,ENTERTAINMENT,2019-04-14_ENTERTAINMENT_44428,Teen,Latest contents are not present take subscription so that they could watch than on but the content is not up here Disappointed,22,2019-04-13 00:00:00,2019,4,-4,2
,A Google User,2018-11-24 00:00:00,3,I like this game but way too much ads I couldn't even get into the game because of the ads,2019-05-01,ENTERTAINMENT,2019-05-01_ENTERTAINMENT_24069,,I like game but way too much ads I could even get into the game of the ads,18,2018-11-24 00:00:00,2018,11,-3,3
Tubi - Free Movies & TV Shows,XxAmb7rxX Suutala,2019-04-14 00:00:00,3,"i think its awesome for free entertainment ...love the docos...,psyhics,crime ,myths witchy stuff... could have some newer shows dissapointed theres only 1 episode of freakshow",2019-04-14,ENTERTAINMENT,2019-04-14_ENTERTAINMENT_3765,Teen,i think its for free entertainment love the crime myths stuff could have some shows theres of,17,2019-04-14 00:00:00,2019,4,4,0
Spotify - Music and Podcasts,Nishant Sharma,2019-04-13 00:00:00,5,"Matchless streaming. Just, not all songs are available for playing",2019-04-14,MUSIC AND AUDIO,2019-04-14_MUSIC_AND_AUDIO_11361,Teen,Matchless streaming Just not all songs are available for playing,10,2019-04-13 00:00:00,2019,4,-2,3
,Anirudh Gudugunti,2019-05-01 00:00:00,5,Good app in recent times.....,2019-05-01,MUSIC AND AUDIO,2019-05-01_MUSIC_AND_AUDIO_665,,Good in recent times,4,2019-05-01 00:00:00,2019,5,3,0
Drum Pad Machine - Make Beats,,2019-03-09 00:00:00,5,This is amazing app in the world and I show it for many friends and family and they like it very much yesterday I installed it and today I played it I just thought that the app was boring and awful but when I played it l .................... I love it and to everyone who want to play it be sure this game amazing 😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊 😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊I like it,2019-03-24,MUSIC AND AUDIO,2019-03-24_MUSIC_AND_AUDIO_38454,Everyone,is in the world and I show it for many friends and and they like it very much yesterday I it and today I played it I just thought that the was boring and awful but when I played it l I love it and to who want to play it be sure game like it,56,2019-03-09 00:00:00,2019,3,5,0
Spotify - Music and Podcasts,,2019-03-23 00:00:00,5,Variety of music content available with great sound quality. This may become my primary source for searching music.,2019-03-24,MUSIC AND AUDIO,2019-03-24_MUSIC_AND_AUDIO_30286,Teen,of music content available with great sound may my for searching music,12,2019-03-23 00:00:00,2019,3,4,0
,Charity Johnson-Walters,2019-04-30 00:00:00,5,love this app. we have it on all our devices. Charity N Lisa Johnson-Walters,2019-05-01,MUSIC AND AUDIO,2019-05-01_MUSIC_AND_AUDIO_17818,,love we have it on all our N,8,2019-04-30 00:00:00,2019,4,3,0
Pandora Music,A Google User,2019-03-28 00:00:00,4,"i would rate 3 star for the app itself, but i like it better than all the other options ive found, so it gets the 4th star.",2019-04-01,MUSIC AND AUDIO,2019-04-01_MUSIC_AND_AUDIO_30069,Teen,i would rate star for the itself but i like it better than all the other options found so it gets the star,23,2019-03-28 00:00:00,2019,3,3,0
Spotify - Music and Podcasts,Saswata Basu,2019-05-07 00:00:00,4,best music streaming app not jitters even in low signal areas. AI is pretty good in selecting songs and adding to your playlist better than Gaana. App is very stable crashes rarely sound quality is good too. Only downside very limited Bollywood song collection which I hope will grow with time.,2019-05-09,MUSIC AND AUDIO,2019-05-09_MUSIC_AND_AUDIO_43031,Teen,best music streaming not jitters even in low signal areas AI is good in selecting songs and adding to your better than is very crashes rarely sound is good too very limited song collection which I hope will grow with time,41,2019-05-07 00:00:00,2019,5,4,0
,A Google User,2019-03-15 00:00:00,4,because its not stay able,2019-05-01,MUSIC AND AUDIO,2019-05-01_MUSIC_AND_AUDIO_12606,,its not stay,3,2019-03-15 00:00:00,2019,3,0,0
Drum Pad Machine - Make Beats,Itz TFA,2019-04-17 00:00:00,4,pretty fun to play around with when I'm bored,2019-05-09,MUSIC AND AUDIO,2019-05-09_MUSIC_AND_AUDIO_27948,Everyone,fun to play around with when I bored,8,2019-04-17 00:00:00,2019,4,4,0
Pandora - Streaming Music & Podcasts,Kimberly Upshaw,2019-04-08 00:00:00,4,this is a good site but it has ads almost every 2 songs,2019-04-14,MUSIC AND AUDIO,2019-04-14_MUSIC_AND_AUDIO_7243,Teen,is a good site but it has ads almost songs,10,2019-04-08 00:00:00,2019,4,3,0
,Jay Harvey,2019-04-12 00:00:00,2,"not intuitive, clumsy at times, shameful",2019-05-01,MUSIC AND AUDIO,2019-05-01_MUSIC_AND_AUDIO_40411,,not intuitive at times shameful,5,2019-04-12 00:00:00,2019,4,-3,0
Spotify - Music and Podcasts,Rhonda Maza,2019-03-23 00:00:00,2,My son told me the app was $10. I said okay. Hundreds of dollars later every month is $10. Itunes is generally .99 per song and you own it. The free version lets you search songs but then makes you watch non-music ads and hides your song you chose behind a bunch of songs in a shuffle you may not like. I un installed.,2019-03-24,MUSIC AND AUDIO,2019-03-24_MUSIC_AND_AUDIO_34409,Teen,My son told me the was I said of dollars later month is is per song and you own it The free version lets you search songs but then makes you watch ads and hides your song you chose behind a bunch of songs in a you may not like I un,52,2019-03-23 00:00:00,2019,3,-5,6
,Connor Palmer,2019-05-01 00:00:00,2,can you stop playing suggested songs!? please,2019-05-01,MUSIC AND AUDIO,2019-05-01_MUSIC_AND_AUDIO_16510,,can you stop playing suggested songs,6,2019-05-01 00:00:00,2019,5,-3,5
,Alex Brown,2019-04-22 00:00:00,2,It's stopped playing music since I've moved to a different time zone,2019-05-01,MUSIC AND AUDIO,2019-05-01_MUSIC_AND_AUDIO_28839,,It stopped playing music I moved to a different time zone,11,2019-04-22 00:00:00,2019,4,-3,7
YouTube Music - Stream Songs & Music Videos,Dhruv Gandhi,2019-03-28 00:00:00,2,i am not able to find basic functionality of playing music in background.,2019-04-01,MUSIC AND AUDIO,2019-04-01_MUSIC_AND_AUDIO_35810,Teen,i am not to find basic functionality of playing music in background,12,2019-03-28 00:00:00,2019,3,-3,5
,Ron Perticone,2019-04-14 00:00:00,1,making a big deal over me plus want upgrade! cant do!!! stupid make it easy no goggle drama,2019-05-01,MUSIC AND AUDIO,2019-05-01_MUSIC_AND_AUDIO_25354,,making a big deal over me want cant do stupid make it no drama,14,2019-04-14 00:00:00,2019,4,-4,0
Amazon Alexa,Malcom X,2019-04-10 00:00:00,1,Its and 85 MB app and my diwnload is stuck at 94 MB ilstallation failed thrice i a. stuck with a useless echo dot,2019-05-09,MUSIC AND AUDIO,2019-05-09_MUSIC_AND_AUDIO_16834,Everyone,Its and and my is stuck at failed thrice i stuck with a useless echo dot,16,2019-04-10 00:00:00,2019,4,-4,0
Drum Pad Machine - Make Beats,Dan Little,2019-04-01 00:00:00,1,"The worst game ever seen in Mah LIFE, So so so so so so so so so so MANY ADDS 0 Stars from me! 😠😬😡😐 (Top reson why I HATE this game TO TO TO TO TO TO MANY ADDS!! )",2019-04-01,MUSIC AND AUDIO,2019-04-01_MUSIC_AND_AUDIO_7573,Everyone,The worst game ever seen in LIFE So so so so so so so so so so MANY ADDS Stars from me Top I HATE game TO TO TO TO TO TO MANY ADDS,34,2019-04-01 00:00:00,2019,4,-5,0
,Doug Stack,2019-04-13 00:00:00,1,"Absolutely Unusable Music randomly stutters mid-song with intermittent pauses, and eventually stops playing entirely. Even worse, Apple hasn't responded to a single complaint that I've seen in these reviews. Even free, ad based apps tend to respond in an effort to make their users happy! Apple hasn't said a thing... Do they care? Are they working on the issues? Who knows? Save your money!",2019-05-01,MUSIC AND AUDIO,2019-05-01_MUSIC_AND_AUDIO_31950,,Music stutters with and stops playing Even has responded to a complaint that I seen in these reviews Even free ad based tend to respond in an effort to make their users has said a thing Do they care Are they working on the Who knows Save your money,49,2019-04-13 00:00:00,2019,4,-5,0
YouTube Music - Stream Songs & Music Videos,Xavier Giroux-Bougard,2019-04-25 00:00:00,1,This is a playlist app... Curating your own music library is not possible because navigating to the artist doesnt show you the list of songs or albums you've downloaded for offline playback.,2019-05-09,MUSIC AND AUDIO,2019-05-09_MUSIC_AND_AUDIO_11117,Teen,is a your own music is not to the artist doesnt show you the list of songs or albums you for playback,22,2019-04-25 00:00:00,2019,4,-4,0
Apple Music,Shokhrukh Shukurov,2019-02-15 00:00:00,3,Why I chose music and taping it somentimes plays another track? Is it some bug?vplease fix it. thank you,2019-04-01,MUSIC AND AUDIO,2019-04-01_MUSIC_AND_AUDIO_16251,Teen,I chose music and taping it plays track Is it some bug fix it thank you,16,2019-02-15 00:00:00,2019,2,2,5
,Armond Kellum,2019-04-13 00:00:00,3,need top buy music to really mix but for a starter works great,2019-05-01,MUSIC AND AUDIO,2019-05-01_MUSIC_AND_AUDIO_34578,,need top buy music to mix but for a starter works great,12,2019-04-13 00:00:00,2019,4,3,0
,Zach Latnie,2019-04-30 00:00:00,3,Should create more inventives for others who aren't members to receive member perks (similar to pandora and spotify). Such as watching a 30 second commercial and receiving 30 mins of a member perk,2019-05-01,MUSIC AND AUDIO,2019-05-01_MUSIC_AND_AUDIO_727,,Should create more inventives for others who are members to member perks similar to pandora and Such as watching a second and mins of a member perk,27,2019-04-30 00:00:00,2019,4,2,4
Amazon Music,Alan Barton,2019-05-03 00:00:00,3,Hangs up occasionally and sometimes the sound drops out.,2019-05-09,MUSIC AND AUDIO,2019-05-09_MUSIC_AND_AUDIO_15810,Teen,up occasionally and the sound drops out,7,2019-05-03 00:00:00,2019,5,0,5
YouTube Music - Stream Songs & Music Videos,Teresa Fogle,2019-04-07 00:00:00,3,"This app is just OK. it has some nice features, but still lacking. GPM is way better. keeping my fingers crossed YTM will get better. I chose Google for my family because it also included ad-free YouTube.",2019-04-14,MUSIC AND AUDIO,2019-04-14_MUSIC_AND_AUDIO_5117,Teen,is just it has some nice but still lacking is way better keeping my fingers crossed will get better I chose for my it also,25,2019-04-07 00:00:00,2019,4,2,0
Quizlet: Learn Languages & Vocab with Flashcards,,2019-01-30 00:00:00,5,this has been extremely helpful with my classes...,2019-03-08,EDUCATION,2019-03-08_EDUCATION_32770,Everyone,has been helpful with my classes,6,2019-01-30 00:00:00,2019,1,4,0
Quizlet: Learn Languages & Vocab with Flashcards,,2019-02-18 00:00:00,5,it helps alot and i get to pass all my classes,2019-03-08,EDUCATION,2019-03-08_EDUCATION_18157,Everyone,it helps and i get to pass all my classes,10,2019-02-18 00:00:00,2019,2,4,0
ABCmouse.com,Jenny Perez,2019-03-28 00:00:00,5,my kids love it,2019-04-01,EDUCATION,2019-04-01_EDUCATION_25678,Everyone,my love it,3,2019-03-28 00:00:00,2019,3,4,0
,Oheneba Afriyie,2019-05-01 00:00:00,5,great way to practice quick,2019-05-01,EDUCATION,2019-05-01_EDUCATION_9008,,great way to practice quick,5,2019-05-01 00:00:00,2019,5,3,0
Google Classroom,A Google User,2019-02-08 00:00:00,5,thus is a great and easy app to use for school and for sports,2019-04-01,EDUCATION,2019-04-01_EDUCATION_10046,Everyone,is a great and to use for school and for sports,11,2019-02-08 00:00:00,2019,2,3,0
Quizlet: Learn Languages & Vocab with Flashcards,Nicole Lynn,2019-03-01 00:00:00,4,I love this app! I see content on here that I have studied in my text books; difference is this is more fun!! I like the night theme the color scheme is pretty 💙 Thanks Quizlet,2019-05-09,EDUCATION,2019-05-09_EDUCATION_10973,Everyone,I love I see content on here that I have in my text books difference is is more fun I like the night theme the color scheme is Thanks,29,2019-03-01 00:00:00,2019,3,4,3
,贝贝Meriem,2019-04-09 00:00:00,4,great app now i can keep up with my vocabulary for all the languages that i m styding thank you so much for ur work👍👍👍,2019-05-01,EDUCATION,2019-05-01_EDUCATION_30160,,great now i can keep up with my for all the that i m thank you so much for ur,20,2019-04-09 00:00:00,2019,4,3,0
Photomath,A Google User,2019-03-29 00:00:00,4,i like it,2019-04-01,EDUCATION,2019-04-01_EDUCATION_35743,Everyone,i like it,3,2019-03-29 00:00:00,2019,3,3,0
Remind: School Communication,Ma Mo,2019-01-10 00:00:00,4,it's a perfect application that makes communications with teachers easy .,2019-04-01,EDUCATION,2019-04-01_EDUCATION_14099,Everyone,it a perfect that makes with teachers,7,2019-01-10 00:00:00,2019,1,4,0
Remind: School Communication,Leticia Barrios,2019-03-06 00:00:00,4,it's great to remind parents of events! but I have it installed already and keeps asking me to download!,2019-04-01,EDUCATION,2019-04-01_EDUCATION_30495,Everyone,it great to remind parents of events but I have it and keeps asking me to,16,2019-03-06 00:00:00,2019,3,2,0
ABCmouse.com,THE HOTWHEEL MOM,2018-10-29 00:00:00,2,"It goes very slow, tried on my phone,tablet and same",2019-04-01,EDUCATION,2019-04-01_EDUCATION_16530,Everyone,It very slow tried on my phone tablet and same,10,2018-10-29 00:00:00,2018,10,-3,0
PBS KIDS Video,Jungshik Shin,2016-04-23 00:00:00,2,"Rather clunky and often unresponsive. Not so good a port of iOS version to Android. As a result, the interaction with Android is far less than optimal.   The worst of all is that on a phone, there is NO way to fast forward or rewind within a video while it's possible on a tablet.   My girls love PBS kids video, but the app has a lot to improve.",2019-04-01,EDUCATION,2019-04-01_EDUCATION_20835,Everyone,Rather and often Not so good a port of iOS version to Android As a result the interaction with Android is far less than The worst of all is that on a phone there is NO way to fast forward or rewind within a video while it on a tablet My girls love video but the has a lot to,60,2016-04-23 00:00:00,2016,4,-4,4
Quizlet: Learn Languages & Vocab with Flashcards,Stef A,2019-03-03 00:00:00,2,"It's a decent app to keep track of your vocabulary, with a few (boring) functionalities to practice it. The learn method isn't that smart. There should be an option to only learn newly imported words. Instead, if you start a new learn session, it will also include words that you have already learned. Useless.",2019-04-01,EDUCATION,2019-04-01_EDUCATION_28390,Everyone,It a decent to keep track of your with a few boring functionalities to practice it The learn method is that smart There should be an option to learn imported words Instead if you start a new learn session it will also words that you have learned Useless,48,2019-03-03 00:00:00,2019,3,0,5
Duolingo: Learn Languages Free,KBOC,2019-03-30 00:00:00,2,"The japanese course made me incredibly confused, it didn't say very important stuff that i later found out by more trustworthy japanese lessons like masu and desu are keigo which means formal like when you talk to your boss or teacher, this app didn't say anything about that.",2019-04-01,EDUCATION,2019-04-01_EDUCATION_33139,Everyone,The made me it did say very important stuff that i later found out by more lessons like masu and are which means formal like when you talk to your boss or teacher did say about that,37,2019-03-30 00:00:00,2019,3,1,0
Google Classroom,Rafif Fachriz,2019-03-12 00:00:00,2,I have no receive notifications after updates,2019-04-01,EDUCATION,2019-04-01_EDUCATION_27963,Everyone,I have no after,4,2019-03-12 00:00:00,2019,3,0,0
Kahoot!,A Google User,2018-10-03 00:00:00,1,Weird not cool,2019-04-01,EDUCATION,2019-04-01_EDUCATION_34840,Everyone,Weird not cool,3,2018-10-03 00:00:00,2018,10,-4,0
,A Google User,2017-09-09 00:00:00,1,Install it twice bcause my daughter kept asking for it yet the same problems all over again.all the songs just played halfway and stop,2019-05-01,EDUCATION,2019-05-01_EDUCATION_34801,,it twice my daughter kept asking for it yet the same problems all over the songs just played halfway and stop,21,2017-09-09 00:00:00,2017,9,-4,5
,Brenda Mehrens,2016-09-16 00:00:00,1,Doesn't load This app never works,2019-05-01,EDUCATION,2019-05-01_EDUCATION_20277,,Does load never works,4,2016-09-16 00:00:00,2016,9,-5,0
,one_mercy_main _,2018-10-17 00:00:00,1,My teacher won't let us play,2019-05-01,EDUCATION,2019-05-01_EDUCATION_7661,,My teacher wo let us play,6,2018-10-17 00:00:00,2018,10,0,0
,A Google User,2018-06-16 00:00:00,1,i been trying to get this app for my son for like 6 months now but it want let me get it,2019-05-01,EDUCATION,2019-05-01_EDUCATION_15136,,i been trying to get for my son for like months now but it want let me get it,19,2018-06-16 00:00:00,2018,6,0,0
ABCmouse.com,Justean Clark,2019-05-02 00:00:00,3,My 2 year old has fun with the app but she loses interest really quick due to the super slow loading. The app also freezes constantly or wont load videos all together. I am hoping this issue will clear up otherwise I wont be continuing past the free trial.,2019-05-09,EDUCATION,2019-05-09_EDUCATION_16183,Everyone,My year old has fun with the but she loses interest quick due to the super slow loading The also or wont load videos all I am hoping will clear up I wont be past the free trial,38,2019-05-02 00:00:00,2019,5,2,5
PBS KIDS Video,Rachel DeSelms,2017-06-24 00:00:00,3,"Like it because it helps me keep my sanity at times. We have no issues with many shows, but Caillou never works. Why is that?",2019-04-01,EDUCATION,2019-04-01_EDUCATION_16898,Everyone,Like it it helps me keep my at times We have no with many shows but never works is that,20,2017-06-24 00:00:00,2017,6,3,0
Duolingo: Learn Languages Free,mehrdad peykari,2019-03-28 00:00:00,3,Not a good way for gramers,2019-04-01,EDUCATION,2019-04-01_EDUCATION_22036,Everyone,Not a good way for,5,2019-03-28 00:00:00,2019,3,-1,0
Quizlet: Learn Languages & Vocab with Flashcards,Isaiah Walker,2019-01-08 00:00:00,3,"It's a good app over all. Nevertheless, don't let it be your main source of studying. The online version from a laptop would be much better as this one won't load or takes a long time to load study sets sometimes.",2019-04-01,EDUCATION,2019-04-01_EDUCATION_32887,Everyone,It a good over all Nevertheless do let it be your main of The version from a would be much better as one wo load or takes a long time to load sets,33,2019-01-08 00:00:00,2019,1,2,0
Duolingo: Learn Languages Free,Wil Waren Onilea Alegato,2019-05-03 00:00:00,3,"I love the tests. But there is a set nr only per day. When one reaches a certain level, it just stalls with an ad.",2019-05-09,EDUCATION,2019-05-09_EDUCATION_11867,Everyone,I love the tests But there is a set per day When one reaches a certain level it just stalls with an ad,23,2019-05-03 00:00:00,2019,5,2,0
Credit Karma,Rob Spaulding,2019-04-04 00:00:00,5,plenty of info at your fingertips,2019-04-01,FINANCE,2019-04-01_FINANCE_30233,Everyone,of at your fingertips,4,2019-04-04 00:00:00,2019,4,3,0
Bank of America Mobile Banking,Thomas Garrett,2019-04-04 00:00:00,5,The best thing in Banking.,2019-04-01,FINANCE,2019-04-01_FINANCE_5018,Everyone,The best thing in Banking,5,2019-04-04 00:00:00,2019,4,5,0
Bank of America Mobile Banking,Gregory Escobedo,2019-03-27 00:00:00,5,it very easy to use,2019-04-01,FINANCE,2019-04-01_FINANCE_2444,Everyone,it very to use,4,2019-03-27 00:00:00,2019,3,4,0
,Eleanor Whitsey,2019-04-27 00:00:00,5,on point with accuracy. love the app.,2019-05-01,FINANCE,2019-05-01_FINANCE_25871,,on point with love the,5,2019-04-27 00:00:00,2019,4,3,0
Bank of America Mobile Banking,Master LeGrand,2019-03-22 00:00:00,5,very easy to navigate and to do banking,2019-03-24,FINANCE,2019-03-24_FINANCE_26198,Everyone,very to and to do banking,6,2019-03-22 00:00:00,2019,3,3,0
,S Belo,2018-07-31 00:00:00,4,"It depends on your wifi or phone service. Sometimes them wifi is not strong 
and it won't send.",2019-05-01,FINANCE,2019-05-01_FINANCE_30405,,It depends on your or phone them is not strong and it wo send,14,2018-07-31 00:00:00,2018,7,1,0
Bank of America Mobile Banking,Susan's Journey!,2019-04-06 00:00:00,4,"Easy to use, unless you want to know your full acc't # - I gave up. Give me a break.",2019-04-01,FINANCE,2019-04-01_FINANCE_9971,Everyone,to use unless you want to know your full I gave up Give me a break,16,2019-04-06 00:00:00,2019,4,2,0
IRS2Go,Peter Anderson,2019-02-22 00:00:00,4,good app but limit you on number of attempts an allowed each day,2019-04-01,FINANCE,2019-04-01_FINANCE_10461,Everyone,good but limit you on number of attempts an allowed each day,12,2019-02-22 00:00:00,2019,2,3,3
PayPal Mobile Cash: Send and Request Money Fast,Bhobindra Majhi Odisha,2019-04-16 00:00:00,4,Give the system a little bit of rupee card.,2019-04-21,FINANCE,2019-04-21_FINANCE_4380,Everyone,Give the system a bit of card,7,2019-04-16 00:00:00,2019,4,0,3
Credit Karma,nathan lewis,2019-04-14 00:00:00,4,easy to use app..pop ups are kind of annoying but still a great tool to use,2019-04-14,FINANCE,2019-04-14_FINANCE_26715,Everyone,to use ups are kind of annoying but still a great tool to use,14,2019-04-14 00:00:00,2019,4,0,0
,Jessica Maddox,2019-04-20 00:00:00,2,"slow, and doesn't refresh as needed, I have to uninstall and reinstall to get my current balance, and that's after signing out and in multiple times thinking its going to update balance. I tried the WIC, for some reason after signing out, it will not let me sign in again, it keep showing food benefits instead of WIC and I have 2 different accounts. it seems like it could be an awesome app if it worked correctly and fast.",2019-05-01,FINANCE,2019-05-01_FINANCE_21681,,slow and does refresh as needed I have to and to get my current and that after signing out and in times thinking its going to I tried the for some reason after signing out it will not let me sign in again it keep showing food benefits instead of and I have different accounts it seems like it could be an if it worked and fast,67,2019-04-20 00:00:00,2019,4,-4,8
Credit Karma,Tony Ferguson,2019-05-09 00:00:00,2,slow upload and some taps dont even show when you click on them,2019-05-09,FINANCE,2019-05-09_FINANCE_1902,Everyone,slow and some taps dont even show when you click on them,12,2019-05-09 00:00:00,2019,5,-4,0
IRS2Go,Keisha Smith,2019-02-21 00:00:00,2,"I used the app last year with no problem, this year it says my information isn't matching and I dont know why. I guess since it's a shutdown the app is too...",2019-04-01,FINANCE,2019-04-01_FINANCE_33517,Everyone,I used the last year with no problem year it says my information is matching and I dont know I guess it a shutdown the is too,27,2019-02-21 00:00:00,2019,2,-4,0
PayPal Mobile Cash: Send and Request Money Fast,anurag aryan,2019-04-21 00:00:00,2,"Unable to create account due to some error. If I haven't a last name according to my pan card, then how I'm supposed to signup which is a mandatory option.",2019-04-21,FINANCE,2019-04-21_FINANCE_28086,Everyone,to create account due to some error If I have a last name according to my pan card then how I to which is a option,26,2019-04-21 00:00:00,2019,4,0,5
PayPal Mobile Cash: Send and Request Money Fast,karen rieder,2019-04-06 00:00:00,2,can't login Won't accept my email,2019-04-01,FINANCE,2019-04-01_FINANCE_30602,Everyone,ca login Wo accept my,5,2019-04-06 00:00:00,2019,4,0,0
Cash App,Brandon Ward,2019-03-09 00:00:00,1,today i sent 400 to the wrong person that was my child support and the person wont send it back and there is no way to get ahold of cash app support to help... smh... gotta find a better app to send money.,2019-04-01,FINANCE,2019-04-01_FINANCE_39414,Everyone,today i sent to the wrong person that was my child support and the person wont send it back and there is no way to get of cash support to help got ta find a better to send money,39,2019-03-09 00:00:00,2019,3,-2,6
Chase Mobile,Arcade,2019-04-12 00:00:00,1,apps has problems staying open on the xiaomi mi mix 3,2019-05-09,FINANCE,2019-05-09_FINANCE_17162,Everyone,has problems staying open on the mi mix,8,2019-04-12 00:00:00,2019,4,-3,0
,Dan Yavuzkurt,2018-12-24 00:00:00,1,my father used to send me money through popmoney which works perfectly fine. Now he sent me some money through zelle and I try to sign up and I get the message that my debit card is not eligible. And there's no way for me to accept the money. This is completely unacceptable. There should be alternate ways to send and accept money through routing numbers and account numbers just like every other payment app in existence. This app and Company are terrible. Do not trust them.,2019-05-01,FINANCE,2019-05-01_FINANCE_15749,,my father used to send me money through which works fine Now he sent me some money through and I try to sign up and I get the that my debit card is not And there no way for me to accept the money is unacceptable There should be alternate ways to send and accept money through routing numbers and account numbers just like other payment in existence and are Do not trust them,74,2018-12-24 00:00:00,2018,12,-2,0
Chase Mobile,Edward Roberts,2019-04-23 00:00:00,1,For 2 days it has bee. unable to reach the site. Have to use online access,2019-05-09,FINANCE,2019-05-09_FINANCE_3115,Everyone,For days it has bee to reach the site Have to use access,13,2019-04-23 00:00:00,2019,4,0,0
,Vontevous Jasper,2019-04-28 00:00:00,1,i had to do a verification for my cash app account idk why but i had to do it so i did. They told me to wait 24 hours for a response but is been almost 72hours now. i email the support group i think 3 times an have not gotten a response im highly upset this shouldn't be taking this long at all.😡,2019-05-01,FINANCE,2019-05-01_FINANCE_6720,,i had to do a for my cash account but i had to do it so i did They told me to wait hours for a but is been almost now i the support group i think times an have not gotten a upset should be taking long at,49,2019-04-28 00:00:00,2019,4,-4,0
Chase Mobile,Stephen Collins,2019-04-02 00:00:00,3,it sticks often especially on the weekends,2019-04-01,FINANCE,2019-04-01_FINANCE_31757,Everyone,it sticks often on the weekends,6,2019-04-02 00:00:00,2019,4,3,0
Venmo Mobile Wallet: Send & Receive Money,,2019-02-17 00:00:00,3,I've been waiting 4 days to have the money in my account. ?????,2019-03-08,FINANCE,2019-03-08_FINANCE_17926,Everyone,I been waiting days to have the money in my account,11,2019-02-17 00:00:00,2019,2,3,0
TurboTax Tax Return App – Max Refund Guaranteed,James McCarver,2019-02-14 00:00:00,3,doing your taxes are easy but this is two years in a row that i have had trouble receiving my card. so im going somewhere else next year,2019-04-01,FINANCE,2019-04-01_FINANCE_28798,Everyone,doing your taxes are but is two years in a row that i have had my card so going else next year,22,2019-02-14 00:00:00,2019,2,-3,0
Chase Mobile,A Google User,2019-03-19 00:00:00,3,incovienent as usual from chase,2019-04-01,FINANCE,2019-04-01_FINANCE_37465,Everyone,as usual from chase,4,2019-03-19 00:00:00,2019,3,0,0
Zelle,STEPHANIE ADDISON,2019-03-29 00:00:00,3,take too long to deposit,2019-04-01,FINANCE,2019-04-01_FINANCE_317,Everyone,take too long to deposit,5,2019-03-29 00:00:00,2019,3,-3,5
Roblox,Jamie McCray,2019-05-09 00:00:00,5,y the v 5th f century d3 f fee d,2019-05-09,FAMILY,2019-05-09_FAMILY_37363,Everyone 10+,y the v f f fee d,7,2019-05-09 00:00:00,2019,5,0,0
DisneyNOW – Episodes & Live TV,,2018-10-21 00:00:00,5,Awesome app download now 😍😎😋🤣 also a great time killer.,2019-03-13,FAMILY,2019-03-13_FAMILY_22786,Everyone,now also a great time killer,6,2018-10-21 00:00:00,2018,10,3,0
